Transaction ID,Student ID,Book Title,Course and Year,Date Borrowed
20230525-001,2021-00202-LQ-0,Assessment of Learning for Elementary Education,BEED-4,25/05/2023
20240831-001,2024-00336-LQ-1,Foundations of Early Childhood Education,BEED-1,31/08/2024
20240831-001,2024-00336-LQ-1,Inclusive Education in the Philippines,BEED-1,31/08/2024
20240831-001,2024-00336-LQ-1,Educational Technology for Elementary Teachers,BEED-1,31/08/2024
20230307-004,2024-00496-LQ-0,Educational Technology for Elementary Teachers,BEED-1,7/3/2023
20230307-004,2024-00496-LQ-0,Assessment of Learning for Elementary Education,BEED-1,7/3/2023
20230307-004,2024-00496-LQ-0,Literacy Development in the Early Grades,BEED-1,7/3/2023
20230823-001,2023-00100-LQ-0,Child and Adolescent Development,BEED-2,23/08/2023
20230823-001,2023-00100-LQ-0,Literacy Development in the Early Grades,BEED-2,23/08/2023
20230823-001,2023-00100-LQ-0,Inclusive Education in the Philippines,BEED-2,23/08/2023
20230823-001,2023-00100-LQ-0,Teaching Strategies in the Elementary Grades,BEED-2,23/08/2023
20230823-001,2023-00100-LQ-0,Assessment of Learning for Elementary Education,BEED-2,23/08/2023
20230823-001,2023-00100-LQ-0,Foundations of Early Childhood Education,BEED-2,23/08/2023
20250212-002,2022-00459-LQ-0,Foundations of Early Childhood Education,BEED-3,12/2/2025
20250212-002,2022-00459-LQ-0,Teaching Strategies in the Elementary Grades,BEED-3,12/2/2025
20250212-002,2022-00459-LQ-0,Inclusive Education in the Philippines,BEED-3,12/2/2025
20250212-002,2022-00459-LQ-0,Literacy Development in the Early Grades,BEED-3,12/2/2025
20240622-001,2022-00359-LQ-0,Child and Adolescent Development,BEED-3,22/06/2024
20240622-001,2022-00359-LQ-0,Teaching Strategies in the Elementary Grades,BEED-3,22/06/2024
20240108-002,2021-00261-LQ-0,Assessment of Learning for Elementary Education,BEED-4,8/1/2024
20240108-002,2021-00261-LQ-0,Mathematics for Elementary School Teachers,BEED-4,8/1/2024
20231015-002,2024-00293-LQ-0,Foundations of Early Childhood Education,BEED-1,15/10/2023
20231015-002,2024-00293-LQ-0,Teaching Strategies in the Elementary Grades,BEED-1,15/10/2023
20231015-002,2024-00293-LQ-0,Inclusive Education in the Philippines,BEED-1,15/10/2023
20240901-003,2022-00393-LQ-0,Mathematics for Elementary School Teachers,BEED-3,1/9/2024
20240901-003,2022-00393-LQ-0,Teaching Strategies in the Elementary Grades,BEED-3,1/9/2024
20240901-003,2022-00393-LQ-0,Educational Technology for Elementary Teachers,BEED-3,1/9/2024
20240901-003,2022-00393-LQ-0,Child and Adolescent Development,BEED-3,1/9/2024
20240103-001,2022-00318-LQ-0,Child and Adolescent Development,BEED-3,3/1/2024
20240103-001,2022-00318-LQ-0,Curriculum Development in the Philippine Setting,BEED-3,3/1/2024
20240103-001,2022-00318-LQ-0,Inclusive Education in the Philippines,BEED-3,3/1/2024
20240103-001,2022-00318-LQ-0,Literacy Development in the Early Grades,BEED-3,3/1/2024
20240103-001,2022-00318-LQ-0,Foundations of Early Childhood Education,BEED-3,3/1/2024
20240103-001,2022-00318-LQ-0,Educational Technology for Elementary Teachers,BEED-3,3/1/2024
20230810-001,2024-00281-LQ-0,Mathematics for Elementary School Teachers,BEED-1,10/8/2023
20230810-001,2024-00281-LQ-0,Inclusive Education in the Philippines,BEED-1,10/8/2023
20240825-003,2024-00275-LQ-0,Teaching Strategies in the Elementary Grades,BEED-1,25/08/2024
20240825-003,2024-00275-LQ-0,Educational Technology for Elementary Teachers,BEED-1,25/08/2024
20240825-003,2024-00275-LQ-0,The Teaching Profession and Ethics,BEED-1,25/08/2024
20240825-003,2024-00275-LQ-0,Curriculum Development in the Philippine Setting,BEED-1,25/08/2024
20240825-003,2024-00275-LQ-0,Child and Adolescent Development,BEED-1,25/08/2024
20230315-002,2022-00305-LQ-1,Assessment of Learning for Elementary Education,BEED-3,15/03/2023
20230315-002,2022-00305-LQ-1,Foundations of Early Childhood Education,BEED-3,15/03/2023
20230315-002,2022-00305-LQ-1,Curriculum Development in the Philippine Setting,BEED-3,15/03/2023
20230315-002,2022-00305-LQ-1,Child and Adolescent Development,BEED-3,15/03/2023
20230315-002,2022-00305-LQ-1,Educational Technology for Elementary Teachers,BEED-3,15/03/2023
20241030-002,2021-00207-LQ-0,The Teaching Profession and Ethics,BEED-4,30/10/2024
20241030-002,2021-00207-LQ-0,Inclusive Education in the Philippines,BEED-4,30/10/2024
20241030-002,2021-00207-LQ-0,Literacy Development in the Early Grades,BEED-4,30/10/2024
20240725-003,2024-00298-LQ-0,Mathematics for Elementary School Teachers,BEED-1,25/07/2024
20240725-003,2024-00298-LQ-0,Inclusive Education in the Philippines,BEED-1,25/07/2024
20240725-003,2024-00298-LQ-0,Foundations of Early Childhood Education,BEED-1,25/07/2024
20240725-003,2024-00298-LQ-0,The Teaching Profession and Ethics,BEED-1,25/07/2024
20240725-003,2024-00298-LQ-0,Educational Technology for Elementary Teachers,BEED-1,25/07/2024
20240725-003,2024-00298-LQ-0,Literacy Development in the Early Grades,BEED-1,25/07/2024
20230424-002,2023-00116-LQ-1,Child and Adolescent Development,BEED-2,24/04/2023
20230424-002,2023-00116-LQ-1,Mathematics for Elementary School Teachers,BEED-2,24/04/2023
20241030-003,2022-00474-LQ-0,Educational Technology for Elementary Teachers,BEED-3,30/10/2024
20241030-003,2022-00474-LQ-0,The Teaching Profession and Ethics,BEED-3,30/10/2024
20241030-003,2022-00474-LQ-0,Teaching Strategies in the Elementary Grades,BEED-3,30/10/2024
20241030-003,2022-00474-LQ-0,Child and Adolescent Development,BEED-3,30/10/2024
20241030-003,2022-00474-LQ-0,Assessment of Learning for Elementary Education,BEED-3,30/10/2024
20241030-003,2022-00474-LQ-0,Inclusive Education in the Philippines,BEED-3,30/10/2024
20250302-001,2023-00017-LQ-1,Foundations of Early Childhood Education,BEED-2,2/3/2025
20250302-001,2023-00017-LQ-1,Inclusive Education in the Philippines,BEED-2,2/3/2025
20250302-001,2023-00017-LQ-1,Assessment of Learning for Elementary Education,BEED-2,2/3/2025
20240606-001,2021-00023-LQ-1,Educational Technology for Elementary Teachers,BEED-4,6/6/2024
20240606-001,2021-00023-LQ-1,The Teaching Profession and Ethics,BEED-4,6/6/2024
20240606-001,2021-00023-LQ-1,Child and Adolescent Development,BEED-4,6/6/2024
20240606-001,2021-00023-LQ-1,Teaching Strategies in the Elementary Grades,BEED-4,6/6/2024
20240410-002,2023-00398-LQ-0,Child and Adolescent Development,BEED-2,10/4/2024
20240410-002,2023-00398-LQ-0,The Teaching Profession and Ethics,BEED-2,10/4/2024
20240410-002,2023-00398-LQ-0,Foundations of Early Childhood Education,BEED-2,10/4/2024
20240410-002,2023-00398-LQ-0,Teaching Strategies in the Elementary Grades,BEED-2,10/4/2024
20240410-002,2023-00398-LQ-0,Inclusive Education in the Philippines,BEED-2,10/4/2024
20230215-002,2022-00072-LQ-1,Educational Technology for Elementary Teachers,BEED-3,15/02/2023
20230215-002,2022-00072-LQ-1,Literacy Development in the Early Grades,BEED-3,15/02/2023
20230215-002,2022-00072-LQ-1,Curriculum Development in the Philippine Setting,BEED-3,15/02/2023
20240301-002,2024-00158-LQ-0,Inclusive Education in the Philippines,BEED-1,1/3/2024
20240301-002,2024-00158-LQ-0,Foundations of Early Childhood Education,BEED-1,1/3/2024
20240301-002,2024-00158-LQ-0,The Teaching Profession and Ethics,BEED-1,1/3/2024
20240301-002,2024-00158-LQ-0,Literacy Development in the Early Grades,BEED-1,1/3/2024
20240301-002,2024-00158-LQ-0,Assessment of Learning for Elementary Education,BEED-1,1/3/2024
20230625-001,2023-00085-LQ-0,Literacy Development in the Early Grades,BEED-2,25/06/2023
20230625-001,2023-00085-LQ-0,Teaching Strategies in the Elementary Grades,BEED-2,25/06/2023
20230625-001,2023-00085-LQ-0,Educational Technology for Elementary Teachers,BEED-2,25/06/2023
20230625-001,2023-00085-LQ-0,Inclusive Education in the Philippines,BEED-2,25/06/2023
20230306-001,2024-00236-LQ-1,Mathematics for Elementary School Teachers,BEED-1,6/3/2023
20230306-001,2024-00236-LQ-1,Curriculum Development in the Philippine Setting,BEED-1,6/3/2023
20230306-001,2024-00236-LQ-1,The Teaching Profession and Ethics,BEED-1,6/3/2023
20230223-002,2024-00330-LQ-0,Foundations of Early Childhood Education,BEED-1,23/02/2023
20230223-002,2024-00330-LQ-0,Educational Technology for Elementary Teachers,BEED-1,23/02/2023
20230223-002,2024-00330-LQ-0,Child and Adolescent Development,BEED-1,23/02/2023
20230223-002,2024-00330-LQ-0,Teaching Strategies in the Elementary Grades,BEED-1,23/02/2023
20230223-002,2024-00330-LQ-0,Mathematics for Elementary School Teachers,BEED-1,23/02/2023
20230223-002,2024-00330-LQ-0,Curriculum Development in the Philippine Setting,BEED-1,23/02/2023
20240422-001,2024-00299-LQ-0,Inclusive Education in the Philippines,BEED-1,22/04/2024
20240422-001,2024-00299-LQ-0,Mathematics for Elementary School Teachers,BEED-1,22/04/2024
20240422-001,2024-00299-LQ-0,Educational Technology for Elementary Teachers,BEED-1,22/04/2024
20231108-001,2021-00295-LQ-0,Inclusive Education in the Philippines,BEED-4,8/11/2023
20231108-001,2021-00295-LQ-0,Assessment of Learning for Elementary Education,BEED-4,8/11/2023
20231108-001,2021-00295-LQ-0,Mathematics for Elementary School Teachers,BEED-4,8/11/2023
20230501-003,2022-00397-LQ-0,Child and Adolescent Development,BEED-3,1/5/2023
20230501-003,2022-00397-LQ-0,Mathematics for Elementary School Teachers,BEED-3,1/5/2023
20230501-003,2022-00397-LQ-0,Inclusive Education in the Philippines,BEED-3,1/5/2023
20230501-003,2022-00397-LQ-0,Teaching Strategies in the Elementary Grades,BEED-3,1/5/2023
20230423-001,2024-00197-LQ-1,Teaching Strategies in the Elementary Grades,BEED-1,23/04/2023
20230423-001,2024-00197-LQ-1,Assessment of Learning for Elementary Education,BEED-1,23/04/2023
20230423-001,2024-00197-LQ-1,Inclusive Education in the Philippines,BEED-1,23/04/2023
20230423-001,2024-00197-LQ-1,Curriculum Development in the Philippine Setting,BEED-1,23/04/2023
20230423-001,2024-00197-LQ-1,Mathematics for Elementary School Teachers,BEED-1,23/04/2023
20230530-001,2022-00459-LQ-1,Foundations of Early Childhood Education,BEED-3,30/05/2023
20230530-001,2022-00459-LQ-1,Child and Adolescent Development,BEED-3,30/05/2023
20230530-001,2022-00459-LQ-1,Curriculum Development in the Philippine Setting,BEED-3,30/05/2023
20230530-001,2022-00459-LQ-1,Mathematics for Elementary School Teachers,BEED-3,30/05/2023
20231028-001,2024-00102-LQ-0,Assessment of Learning for Elementary Education,BEED-1,28/10/2023
20231028-001,2024-00102-LQ-0,The Teaching Profession and Ethics,BEED-1,28/10/2023
20230428-003,2023-00267-LQ-0,Curriculum Development in the Philippine Setting,BEED-2,28/04/2023
20230428-003,2023-00267-LQ-0,Inclusive Education in the Philippines,BEED-2,28/04/2023
20230428-003,2023-00267-LQ-0,Assessment of Learning for Elementary Education,BEED-2,28/04/2023
20230428-003,2023-00267-LQ-0,Foundations of Early Childhood Education,BEED-2,28/04/2023
20230428-003,2023-00267-LQ-0,Literacy Development in the Early Grades,BEED-2,28/04/2023
20230331-001,2022-00458-LQ-0,Curriculum Development in the Philippine Setting,BEED-3,31/03/2023
20230331-001,2022-00458-LQ-0,The Teaching Profession and Ethics,BEED-3,31/03/2023
20230331-001,2022-00458-LQ-0,Assessment of Learning for Elementary Education,BEED-3,31/03/2023
20240402-002,2022-00312-LQ-0,Literacy Development in the Early Grades,BEED-3,2/4/2024
20240402-002,2022-00312-LQ-0,The Teaching Profession and Ethics,BEED-3,2/4/2024
20240402-002,2022-00312-LQ-0,Mathematics for Elementary School Teachers,BEED-3,2/4/2024
20240402-002,2022-00312-LQ-0,Curriculum Development in the Philippine Setting,BEED-3,2/4/2024
20240918-001,2024-00418-LQ-0,Inclusive Education in the Philippines,BEED-1,18/09/2024
20240918-001,2024-00418-LQ-0,Child and Adolescent Development,BEED-1,18/09/2024
20240918-001,2024-00418-LQ-0,Foundations of Early Childhood Education,BEED-1,18/09/2024
20240918-001,2024-00418-LQ-0,Literacy Development in the Early Grades,BEED-1,18/09/2024
20231009-001,2022-00326-LQ-1,The Teaching Profession and Ethics,BEED-3,9/10/2023
20231009-001,2022-00326-LQ-1,Curriculum Development in the Philippine Setting,BEED-3,9/10/2023
20230202-001,2022-00105-LQ-0,The Teaching Profession and Ethics,BEED-3,2/2/2023
20230202-001,2022-00105-LQ-0,Teaching Strategies in the Elementary Grades,BEED-3,2/2/2023
20230202-001,2022-00105-LQ-0,Mathematics for Elementary School Teachers,BEED-3,2/2/2023
20230202-001,2022-00105-LQ-0,Assessment of Learning for Elementary Education,BEED-3,2/2/2023
20230919-003,2023-00093-LQ-1,Child and Adolescent Development,BEED-2,19/09/2023
20230919-003,2023-00093-LQ-1,Foundations of Early Childhood Education,BEED-2,19/09/2023
20230919-003,2023-00093-LQ-1,Educational Technology for Elementary Teachers,BEED-2,19/09/2023
20230919-003,2023-00093-LQ-1,Assessment of Learning for Elementary Education,BEED-2,19/09/2023
20230919-003,2023-00093-LQ-1,Mathematics for Elementary School Teachers,BEED-2,19/09/2023
20230412-001,2024-00205-LQ-0,Inclusive Education in the Philippines,BEED-1,12/4/2023
20230412-001,2024-00205-LQ-0,Teaching Strategies in the Elementary Grades,BEED-1,12/4/2023
20230412-001,2024-00205-LQ-0,Foundations of Early Childhood Education,BEED-1,12/4/2023
20230412-001,2024-00205-LQ-0,The Teaching Profession and Ethics,BEED-1,12/4/2023
20241015-001,2023-00139-LQ-1,Mathematics for Elementary School Teachers,BEED-2,15/10/2024
20241015-001,2023-00139-LQ-1,Foundations of Early Childhood Education,BEED-2,15/10/2024
20241015-001,2023-00139-LQ-1,The Teaching Profession and Ethics,BEED-2,15/10/2024
20241015-001,2023-00139-LQ-1,Child and Adolescent Development,BEED-2,15/10/2024
20241015-001,2023-00139-LQ-1,Curriculum Development in the Philippine Setting,BEED-2,15/10/2024
20241015-001,2023-00139-LQ-1,Literacy Development in the Early Grades,BEED-2,15/10/2024
20240925-001,2021-00372-LQ-1,Mathematics for Elementary School Teachers,BEED-4,25/09/2024
20240925-001,2021-00372-LQ-1,Assessment of Learning for Elementary Education,BEED-4,25/09/2024
20240925-001,2021-00372-LQ-1,Teaching Strategies in the Elementary Grades,BEED-4,25/09/2024
20250204-002,2024-00390-LQ-1,Teaching Strategies in the Elementary Grades,BEED-1,4/2/2025
20250204-002,2024-00390-LQ-1,Child and Adolescent Development,BEED-1,4/2/2025
20250204-002,2024-00390-LQ-1,Literacy Development in the Early Grades,BEED-1,4/2/2025
20250204-002,2024-00390-LQ-1,The Teaching Profession and Ethics,BEED-1,4/2/2025
20240814-001,2023-00488-LQ-0,Mathematics for Elementary School Teachers,BEED-2,14/08/2024
20240814-001,2023-00488-LQ-0,Assessment of Learning for Elementary Education,BEED-2,14/08/2024
20240814-001,2023-00488-LQ-0,Literacy Development in the Early Grades,BEED-2,14/08/2024
20240814-001,2023-00488-LQ-0,Curriculum Development in the Philippine Setting,BEED-2,14/08/2024
20240814-001,2023-00488-LQ-0,Teaching Strategies in the Elementary Grades,BEED-2,14/08/2024
20240814-001,2023-00488-LQ-0,The Teaching Profession and Ethics,BEED-2,14/08/2024
20230124-001,2024-00207-LQ-0,Child and Adolescent Development,BEED-1,24/01/2023
20230124-001,2024-00207-LQ-0,Teaching Strategies in the Elementary Grades,BEED-1,24/01/2023
20230813-003,2023-00150-LQ-0,Teaching Strategies in the Elementary Grades,BEED-2,13/08/2023
20230813-003,2023-00150-LQ-0,Educational Technology for Elementary Teachers,BEED-2,13/08/2023
20230813-003,2023-00150-LQ-0,Foundations of Early Childhood Education,BEED-2,13/08/2023
20230813-003,2023-00150-LQ-0,Child and Adolescent Development,BEED-2,13/08/2023
20230813-003,2023-00150-LQ-0,The Teaching Profession and Ethics,BEED-2,13/08/2023
20240715-004,2022-00425-LQ-0,Curriculum Development in the Philippine Setting,BEED-3,15/07/2024
20240715-004,2022-00425-LQ-0,Teaching Strategies in the Elementary Grades,BEED-3,15/07/2024
20240715-004,2022-00425-LQ-0,Literacy Development in the Early Grades,BEED-3,15/07/2024
20240715-004,2022-00425-LQ-0,Educational Technology for Elementary Teachers,BEED-3,15/07/2024
20240715-004,2022-00425-LQ-0,The Teaching Profession and Ethics,BEED-3,15/07/2024
20230706-001,2024-00333-LQ-0,Assessment of Learning for Elementary Education,BEED-1,6/7/2023
20230706-001,2024-00333-LQ-0,Curriculum Development in the Philippine Setting,BEED-1,6/7/2023
20230706-001,2024-00333-LQ-0,Mathematics for Elementary School Teachers,BEED-1,6/7/2023
20230706-001,2024-00333-LQ-0,Foundations of Early Childhood Education,BEED-1,6/7/2023
20250202-003,2023-00351-LQ-1,Child and Adolescent Development,BEED-2,2/2/2025
20250202-003,2023-00351-LQ-1,Curriculum Development in the Philippine Setting,BEED-2,2/2/2025
20250202-003,2023-00351-LQ-1,Assessment of Learning for Elementary Education,BEED-2,2/2/2025
20250202-003,2023-00351-LQ-1,Literacy Development in the Early Grades,BEED-2,2/2/2025
20240531-003,2021-00055-LQ-1,Child and Adolescent Development,BEED-4,31/05/2024
20240531-003,2021-00055-LQ-1,Assessment of Learning for Elementary Education,BEED-4,31/05/2024
20240531-003,2021-00055-LQ-1,Curriculum Development in the Philippine Setting,BEED-4,31/05/2024
20240531-003,2021-00055-LQ-1,Foundations of Early Childhood Education,BEED-4,31/05/2024
20230815-001,2023-00175-LQ-0,The Teaching Profession and Ethics,BEED-2,15/08/2023
20230815-001,2023-00175-LQ-0,Assessment of Learning for Elementary Education,BEED-2,15/08/2023
20230815-001,2023-00175-LQ-0,Mathematics for Elementary School Teachers,BEED-2,15/08/2023
20230716-003,2023-00484-LQ-0,Mathematics for Elementary School Teachers,BEED-2,16/07/2023
20230716-003,2023-00484-LQ-0,The Teaching Profession and Ethics,BEED-2,16/07/2023
20230716-003,2023-00484-LQ-0,Assessment of Learning for Elementary Education,BEED-2,16/07/2023
20230716-003,2023-00484-LQ-0,Educational Technology for Elementary Teachers,BEED-2,16/07/2023
20230716-003,2023-00484-LQ-0,Foundations of Early Childhood Education,BEED-2,16/07/2023
20230716-003,2023-00484-LQ-0,Inclusive Education in the Philippines,BEED-2,16/07/2023
20230422-001,2024-00263-LQ-1,Curriculum Development in the Philippine Setting,BEED-1,22/04/2023
20230422-001,2024-00263-LQ-1,Teaching Strategies in the Elementary Grades,BEED-1,22/04/2023
20230422-001,2024-00263-LQ-1,Foundations of Early Childhood Education,BEED-1,22/04/2023
20230422-001,2024-00263-LQ-1,Child and Adolescent Development,BEED-1,22/04/2023
20230504-002,2021-00151-LQ-0,Teaching Strategies in the Elementary Grades,BEED-4,4/5/2023
20230504-002,2021-00151-LQ-0,Assessment of Learning for Elementary Education,BEED-4,4/5/2023
20230504-002,2021-00151-LQ-0,Foundations of Early Childhood Education,BEED-4,4/5/2023
20230504-002,2021-00151-LQ-0,Mathematics for Elementary School Teachers,BEED-4,4/5/2023
20230504-002,2021-00151-LQ-0,Curriculum Development in the Philippine Setting,BEED-4,4/5/2023
20230504-002,2021-00151-LQ-0,Literacy Development in the Early Grades,BEED-4,4/5/2023
20231127-001,2022-00356-LQ-0,Inclusive Education in the Philippines,BEED-3,27/11/2023
20231127-001,2022-00356-LQ-0,Educational Technology for Elementary Teachers,BEED-3,27/11/2023
20240321-002,2021-00356-LQ-0,The Teaching Profession and Ethics,BEED-4,21/03/2024
20240321-002,2021-00356-LQ-0,Foundations of Early Childhood Education,BEED-4,21/03/2024
20240321-002,2021-00356-LQ-0,Inclusive Education in the Philippines,BEED-4,21/03/2024
20240321-002,2021-00356-LQ-0,Child and Adolescent Development,BEED-4,21/03/2024
20240321-002,2021-00356-LQ-0,Mathematics for Elementary School Teachers,BEED-4,21/03/2024
20240321-002,2021-00356-LQ-0,Teaching Strategies in the Elementary Grades,BEED-4,21/03/2024
20231023-002,2021-00115-LQ-1,Inclusive Education in the Philippines,BEED-4,23/10/2023
20231023-002,2021-00115-LQ-1,Educational Technology for Elementary Teachers,BEED-4,23/10/2023
20231023-002,2021-00115-LQ-1,Assessment of Learning for Elementary Education,BEED-4,23/10/2023
20231023-002,2021-00115-LQ-1,Mathematics for Elementary School Teachers,BEED-4,23/10/2023
20231023-002,2021-00115-LQ-1,Teaching Strategies in the Elementary Grades,BEED-4,23/10/2023
20240301-003,2023-00152-LQ-0,Foundations of Early Childhood Education,BEED-2,1/3/2024
20240301-003,2023-00152-LQ-0,Assessment of Learning for Elementary Education,BEED-2,1/3/2024
20240301-003,2023-00152-LQ-0,Teaching Strategies in the Elementary Grades,BEED-2,1/3/2024
20240301-003,2023-00152-LQ-0,The Teaching Profession and Ethics,BEED-2,1/3/2024
20240301-003,2023-00152-LQ-0,Mathematics for Elementary School Teachers,BEED-2,1/3/2024
20240123-001,2022-00306-LQ-0,Foundations of Early Childhood Education,BEED-3,23/01/2024
20240123-001,2022-00306-LQ-0,Literacy Development in the Early Grades,BEED-3,23/01/2024
20240718-002,2024-00331-LQ-0,Child and Adolescent Development,BEED-1,18/07/2024
20240718-002,2024-00331-LQ-0,Literacy Development in the Early Grades,BEED-1,18/07/2024
20230507-002,2024-00167-LQ-0,Teaching Strategies in the Elementary Grades,BEED-1,7/5/2023
20230507-002,2024-00167-LQ-0,Assessment of Learning for Elementary Education,BEED-1,7/5/2023
20230507-002,2024-00167-LQ-0,Mathematics for Elementary School Teachers,BEED-1,7/5/2023
20240921-001,2023-00369-LQ-1,Child and Adolescent Development,BEED-2,21/09/2024
20240921-001,2023-00369-LQ-1,Educational Technology for Elementary Teachers,BEED-2,21/09/2024
20240921-001,2023-00369-LQ-1,Curriculum Development in the Philippine Setting,BEED-2,21/09/2024
20240921-001,2023-00369-LQ-1,Inclusive Education in the Philippines,BEED-2,21/09/2024
20240921-001,2023-00369-LQ-1,Foundations of Early Childhood Education,BEED-2,21/09/2024
20250104-003,2024-00361-LQ-0,Mathematics for Elementary School Teachers,BEED-1,4/1/2025
20250104-003,2024-00361-LQ-0,Teaching Strategies in the Elementary Grades,BEED-1,4/1/2025
20250104-003,2024-00361-LQ-0,Educational Technology for Elementary Teachers,BEED-1,4/1/2025
20250104-003,2024-00361-LQ-0,Foundations of Early Childhood Education,BEED-1,4/1/2025
20250104-003,2024-00361-LQ-0,The Teaching Profession and Ethics,BEED-1,4/1/2025
20250104-003,2024-00361-LQ-0,Child and Adolescent Development,BEED-1,4/1/2025
20230720-001,2022-00335-LQ-0,Inclusive Education in the Philippines,BEED-3,20/07/2023
20230720-001,2022-00335-LQ-0,Child and Adolescent Development,BEED-3,20/07/2023
20230720-001,2022-00335-LQ-0,Literacy Development in the Early Grades,BEED-3,20/07/2023
20240305-001,2021-00411-LQ-0,Assessment of Learning for Elementary Education,BEED-4,5/3/2024
20240305-001,2021-00411-LQ-0,Foundations of Early Childhood Education,BEED-4,5/3/2024
20240305-001,2021-00411-LQ-0,Mathematics for Elementary School Teachers,BEED-4,5/3/2024
20240305-001,2021-00411-LQ-0,Inclusive Education in the Philippines,BEED-4,5/3/2024
20240131-001,2023-00443-LQ-0,Inclusive Education in the Philippines,BEED-2,31/01/2024
20240131-001,2023-00443-LQ-0,Assessment of Learning for Elementary Education,BEED-2,31/01/2024
20240131-001,2023-00443-LQ-0,Child and Adolescent Development,BEED-2,31/01/2024
20240131-001,2023-00443-LQ-0,Mathematics for Elementary School Teachers,BEED-2,31/01/2024
20240131-001,2023-00443-LQ-0,Curriculum Development in the Philippine Setting,BEED-2,31/01/2024
20230921-002,2022-00325-LQ-0,Curriculum Development in the Philippine Setting,BEED-3,21/09/2023
20230921-002,2022-00325-LQ-0,Foundations of Early Childhood Education,BEED-3,21/09/2023
20230710-005,2021-00177-LQ-0,Teaching Strategies in the Elementary Grades,BEED-4,10/7/2023
20230710-005,2021-00177-LQ-0,Curriculum Development in the Philippine Setting,BEED-4,10/7/2023
20230710-005,2021-00177-LQ-0,Inclusive Education in the Philippines,BEED-4,10/7/2023
20230710-005,2021-00177-LQ-0,Mathematics for Elementary School Teachers,BEED-4,10/7/2023
20231027-001,2024-00426-LQ-1,Foundations of Early Childhood Education,BEED-1,27/10/2023
20231027-001,2024-00426-LQ-1,The Teaching Profession and Ethics,BEED-1,27/10/2023
20231027-001,2024-00426-LQ-1,Literacy Development in the Early Grades,BEED-1,27/10/2023
20231027-001,2024-00426-LQ-1,Mathematics for Elementary School Teachers,BEED-1,27/10/2023
20231027-001,2024-00426-LQ-1,Inclusive Education in the Philippines,BEED-1,27/10/2023
20231027-001,2024-00426-LQ-1,Educational Technology for Elementary Teachers,BEED-1,27/10/2023
20230525-002,2021-00276-LQ-0,Child and Adolescent Development,BEED-4,25/05/2023
20230525-002,2021-00276-LQ-0,Teaching Strategies in the Elementary Grades,BEED-4,25/05/2023
20230801-004,2023-00217-LQ-1,Industrial Motor Control,DEET-2,1/8/2023
20230801-004,2023-00217-LQ-1,Fundamentals of Electromechanical Systems,DEET-2,1/8/2023
20230603-001,2022-00307-LQ-0,Applied Electronics,DEET-3,3/6/2023
20230603-001,2022-00307-LQ-0,Power Systems and Transmission,DEET-3,3/6/2023
20230603-001,2022-00307-LQ-0,Basic Electrical Engineering,DEET-3,3/6/2023
20230603-001,2022-00307-LQ-0,Digital and Analog Devices,DEET-3,3/6/2023
20230603-001,2022-00307-LQ-0,Electrical Wiring and Design,DEET-3,3/6/2023
20230603-001,2022-00307-LQ-0,Introduction to Electrical Circuits,DEET-3,3/6/2023
20241028-001,2021-00212-LQ-0,Electrical Safety Standards,DEET-4,28/10/2024
20241028-001,2021-00212-LQ-0,Industrial Motor Control,DEET-4,28/10/2024
20241028-001,2021-00212-LQ-0,Applied Electronics,DEET-4,28/10/2024
20241028-001,2021-00212-LQ-0,Digital and Analog Devices,DEET-4,28/10/2024
20250126-001,2022-00475-LQ-0,Electrical Wiring and Design,DEET-3,26/01/2025
20250126-001,2022-00475-LQ-0,Fundamentals of Electromechanical Systems,DEET-3,26/01/2025
20250126-001,2022-00475-LQ-0,Power Systems and Transmission,DEET-3,26/01/2025
20250108-001,2021-00288-LQ-0,Power Systems and Transmission,DEET-4,8/1/2025
20250108-001,2021-00288-LQ-0,Electrical Safety Standards,DEET-4,8/1/2025
20250108-001,2021-00288-LQ-0,Digital and Analog Devices,DEET-4,8/1/2025
20230928-003,2021-00198-LQ-1,Electrical Safety Standards,DEET-4,28/09/2023
20230928-003,2021-00198-LQ-1,Fundamentals of Electromechanical Systems,DEET-4,28/09/2023
20230611-001,2022-00476-LQ-0,Electrical Safety Standards,DEET-3,11/6/2023
20230611-001,2022-00476-LQ-0,Power Systems and Transmission,DEET-3,11/6/2023
20230611-001,2022-00476-LQ-0,Introduction to Electrical Circuits,DEET-3,11/6/2023
20230611-001,2022-00476-LQ-0,Applied Electronics,DEET-3,11/6/2023
20230611-001,2022-00476-LQ-0,Basic Electrical Engineering,DEET-3,11/6/2023
20230611-001,2022-00476-LQ-0,Digital and Analog Devices,DEET-3,11/6/2023
20240412-001,2021-00235-LQ-1,Industrial Motor Control,DEET-4,12/4/2024
20240412-001,2021-00235-LQ-1,Instrumentation and Measurement,DEET-4,12/4/2024
20240412-001,2021-00235-LQ-1,Basic Electrical Engineering,DEET-4,12/4/2024
20240731-004,2024-00234-LQ-0,Electrical Safety Standards,DEET-1,31/07/2024
20240731-004,2024-00234-LQ-0,Fundamentals of Electromechanical Systems,DEET-1,31/07/2024
20240731-004,2024-00234-LQ-0,Applied Electronics,DEET-1,31/07/2024
20240731-004,2024-00234-LQ-0,Introduction to Electrical Circuits,DEET-1,31/07/2024
20240610-004,2024-00318-LQ-1,Instrumentation and Measurement,DEET-1,10/6/2024
